QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP
23,65.52,1506.96,11/12/2003 0:00,Shipped,Classic Cars,61
25,87.33,2183.25,11/12/2003 0:00,Shipped,Vintage Cars,102
32,54.45,1742.4,11/12/2003 0:00,Shipped,Vintage Cars,53
38,61.15,2323.7,11/12/2003 0:00,Shipped,Vintage Cars,60
33,86.31,2848.23,11/12/2003 0:00,Shipped,Vintage Cars,99
44,69.84,3072.96,11/12/2003 0:00,Shipped,Classic Cars,71
47,74.22,3488.34,11/12/2003 0:00,Shipped,Classic Cars,73
39,36.84,1436.76,11/12/2003 0:00,Shipped,Vintage Cars,33
31,36.74,1138.94,11/12/2003 0:00,Shipped,Vintage Cars,44
36,73.6,2649.6,11/12/2003 0:00,Shipped,Classic Cars,90
33,94.17,3107.61,11/12/2003 0:00,Shipped,Classic Cars,85
23,42.26,971.98,11/12/2003 0:00,Shipped,Vintage Cars,41
21,96.84,2033.64,11/13/2003 0:00,Shipped,Trucks and Buses,116
37,89.15,3298.55,11/13/2003 0:00,Shipped,Vintage Cars,101
39,68.08,2655.12,11/13/2003 0:00,Shipped,Vintage Cars,62
40,49.3,1972.0,11/13/2003 0:00,Shipped,Vintage Cars,50
49,64.64,3167.36,11/13/2003 0:00,Shipped,Trucks and Buses,64
23,86.99,2000.77,11/13/2003 0:00,Shipped,Classic Cars,101
44,60.16,2647.04,11/14/2003 0:00,Shipped,Trucks and Buses,60
31,60.11,1863.41,11/14/2003 0:00,Shipped,Classic Cars,57
42,31.82,1336.44,11/14/2003 0:00,Shipped,Classic Cars,35
33,62.77,2071.41,11/14/2003 0:00,Shipped,Trucks and Buses,54
48,50.95,2445.6,11/14/2003 0:00,Shipped,Trains,62
49,80.67,3952.83,11/14/2003 0:00,Shipped,Trains,100
47,77.24,3630.28,11/14/2003 0:00,Shipped,Vintage Cars,87
33,74.35,2453.55,11/14/2003 0:00,Shipped,Vintage Cars,88
20,48.62,972.4,11/14/2003 0:00,Shipped,Trains,58
21,54.0,1134.0,11/14/2003 0:00,Shipped,Ships,66
30,94.4,2832.0,11/14/2003 0:00,Shipped,Ships,86
39,57.82,2254.98,11/14/2003 0:00,Shipped,Ships,72
22,79.45,1747.9,11/14/2003 0:00,Shipped,Ships,99
28,64.43,1804.04,11/14/2003 0:00,Shipped,Ships,54
32,89.46,2862.72,11/14/2003 0:00,Shipped,Ships,86
22,69.2,1522.4,11/14/2003 0:00,Shipped,Planes,68
21,69.04,1449.84,11/14/2003 0:00,Shipped,Vintage Cars,65
36,85.54,3079.44,11/14/2003 0:00,Shipped,Vintage Cars,83
24,99.57,2389.68,11/14/2003 0:00,Shipped,Ships,90
28,52.14,1459.92,11/14/2003 0:00,Shipped,Planes,49
38,96.34,3660.92,11/18/2003 0:00,Shipped,Motorcycles,118
32,65.42,2093.44,11/18/2003 0:00,Shipped,Motorcycles,60
40,91.4,3656.0,11/18/2003 0:00,Shipped,Motorcycles,76
44,98.89,4351.16,11/18/2003 0:00,Shipped,Motorcycles,99
42,76.19,3199.98,11/19/2003 0:00,Shipped,Motorcycles,69
46,32.99,1517.54,11/19/2003 0:00,Shipped,Motorcycles,40
42,85.72,3600.24,11/19/2003 0:00,Shipped,Motorcycles,102
40,66.72,2668.8,11/19/2003 0:00,Shipped,Motorcycles,81
30,64.64,1939.2,11/20/2003 0:00,Shipped,Classic Cars,79
36,94.88,3415.68,11/20/2003 0:00,Shipped,Classic Cars,80
43,72.74,3127.82,11/20/2003 0:00,Shipped,Motorcycles,62
48,60.01,2880.48,11/20/2003 0:00,Shipped,Classic Cars,61
44,66.29,2916.76,11/20/2003 0:00,Shipped,Classic Cars,80
45,90.86,4088.7,11/20/2003 0:00,Shipped,Classic Cars,77
37,69.82,2583.34,11/20/2003 0:00,Shipped,Classic Cars,73
47,53.83,2530.01,11/20/2003 0:00,Shipped,Classic Cars,50
46,83.6,3845.6,11/20/2003 0:00,Shipped,Classic Cars,90
30,30.59,917.7,11/20/2003 0:00,Shipped,Classic Cars,37
32,72.77,2328.64,11/20/2003 0:00,Shipped,Classic Cars,85
46,53.37,2455.02,11/21/2003 0:00,Shipped,Vintage Cars,53
42,59.33,2491.86,11/21/2003 0:00,Shipped,Vintage Cars,60
28,93.21,2609.88,11/21/2003 0:00,Shipped,Vintage Cars,101
24,51.84,1244.16,11/21/2003 0:00,Shipped,Vintage Cars,62
32,79.37,2539.84,11/21/2003 0:00,Shipped,Vintage Cars,99
24,97.55,2341.2,11/21/2003 0:00,Shipped,Vintage Cars,92
25,76.26,1906.5,11/21/2003 0:00,Shipped,Classic Cars,71
26,29.21,759.46,11/21/2003 0:00,Shipped,Vintage Cars,33
20,50.62,1012.4,11/21/2003 0:00,Shipped,Vintage Cars,44
22,41.03,902.66,11/21/2003 0:00,Shipped,Vintage Cars,41
21,93.34,1960.14,11/25/2003 0:00,Shipped,Trucks and Buses,116
45,70.49,3172.05,11/25/2003 0:00,Shipped,Trucks and Buses,60
41,44.78,1835.98,11/25/2003 0:00,Shipped,Vintage Cars,50
37,97.27,3598.99,11/25/2003 0:00,Shipped,Trucks and Buses,96
39,54.94,2142.66,11/25/2003 0:00,Shipped,Trucks and Buses,64
26,89.01,2314.26,11/25/2003 0:00,Shipped,Classic Cars,101
44,66.47,2924.68,11/25/2003 0:00,Shipped,Classic Cars,57
32,28.29,905.28,11/25/2003 0:00,Shipped,Classic Cars,35
32,43.29,1385.28,11/25/2003 0:00,Shipped,Trucks and Buses,54
33,54.68,1804.44,11/25/2003 0:00,Shipped,Trains,62
46,62.09,2856.14,11/26/2003 0:00,Shipped,Trains,58
50,94.4,4720.0,11/26/2003 0:00,Shipped,Ships,86
46,87.74,4036.04,11/26/2003 0:00,Shipped,Ships,86
47,83.2,3910.4,11/26/2003 0:00,Shipped,Vintage Cars,88
22,86.38,1900.36,11/26/2003 0:00,Shipped,Vintage Cars,83
23,64.67,1487.41,11/26/2003 0:00,Shipped,Ships,66
24,90.52,2172.48,11/26/2003 0:00,Shipped,Ships,90
50,78.79,3939.5,11/26/2003 0:00,Shipped,Ships,72
27,92.16,2488.32,11/26/2003 0:00,Shipped,Ships,100
35,93.35,3267.25,11/26/2003 0:00,Shipped,Ships,99
29,41.71,1209.59,11/26/2003 0:00,Shipped,Planes,49
42,50.23,2109.66,11/26/2003 0:00,Shipped,Ships,54
48,67.82,3255.36,11/27/2003 0:00,Shipped,Planes,68
27,71.67,1935.09,11/27/2003 0:00,Shipped,Vintage Cars,65
43,66.19,2846.17,11/27/2003 0:00,Shipped,Planes,68
40,63.67,2546.8,11/27/2003 0:00,Shipped,Planes,74
29,38.4,1113.6,12/1/2003 0:00,Shipped,Vintage Cars,43
48,83.12,3989.76,12/1/2003 0:00,Shipped,Planes,91
38,82.4,3131.2,12/1/2003 0:00,Shipped,Planes,80
22,98.57,2168.54,12/1/2003 0:00,Shipped,Motorcycles,95
30,64.81,1944.3,12/1/2003 0:00,Shipped,Motorcycles,60
25,73.88,1847.0,12/1/2003 0:00,Shipped,Motorcycles,76
44,82.99,3651.56,12/2/2003 0:00,Shipped,Classic Cars,79
45,85.47,3846.15,12/2/2003 0:00,Shipped,Classic Cars,77
33,86.04,2839.32,12/2/2003 0:00,Shipped,Classic Cars,80
21,37.0,777.0,12/2/2003 0:00,Shipped,Classic Cars,37
34,64.9,2206.6,12/2/2003 0:00,Shipped,Classic Cars,61
23,71.44,1643.12,12/2/2003 0:00,Shipped,Vintage Cars,60
29,85.59,2482.11,12/2/2003 0:00,Shipped,Vintage Cars,92
45,76.26,3431.7,12/2/2003 0:00,Shipped,Classic Cars,71
20,62.47,1249.4,12/2/2003 0:00,Shipped,Classic Cars,73
45,49.81,2241.45,12/2/2003 0:00,Shipped,Classic Cars,50
47,96.32,4527.04,12/2/2003 0:00,Shipped,Classic Cars,90
40,79.62,3184.8,12/2/2003 0:00,Shipped,Classic Cars,85
48,91.02,4368.96,12/2/2003 0:00,Shipped,Classic Cars,107
39,33.23,1295.97,12/2/2003 0:00,Shipped,Vintage Cars,41
48,63.61,3053.28,12/3/2003 0:00,Shipped,Vintage Cars,53
32,37.17,1189.44,12/3/2003 0:00,Shipped,Vintage Cars,33
24,38.08,913.92,12/3/2003 0:00,Shipped,Vintage Cars,44
37,90.17,3336.29,12/5/2003 0:00,Shipped,Vintage Cars,101
28,67.46,1888.88,12/5/2003 0:00,Shipped,Vintage Cars,62
28,87.3,2444.4,12/5/2003 0:00,Shipped,Vintage Cars,99
21,53.33,1119.93,12/5/2003 0:00,Shipped,Vintage Cars,50
33,97.39,3213.87,12/5/2003 0:00,Shipped,Vintage Cars,97
36,58.82,2117.52,12/5/2003 0:00,Shipped,Trucks and Buses,64
34,99.54,3384.36,12/9/2003 0:00,Shipped,Trucks and Buses,118
37,69.89,2585.93,12/9/2003 0:00,Shipped,Trucks and Buses,60
49,46.82,2294.18,12/9/2003 0:00,Shipped,Classic Cars,57
42,29.7,1247.4,12/9/2003 0:00,Shipped,Classic Cars,35
49,80.9,3964.1,12/9/2003 0:00,Shipped,Trucks and Buses,96
27,60.06,1621.62,12/9/2003 0:00,Shipped,Trucks and Buses,54
45,56.55,2544.75,12/9/2003 0:00,Shipped,Trains,62
28,94.92,2657.76,12/9/2003 0:00,Shipped,Trucks and Buses,115
22,76.61,1685.42,10/4/2003 0:00,Shipped,Classic Cars,79
41,92.4,3788.4,10/4/2003 0:00,Shipped,Classic Cars,77
49,78.8,3861.2,10/4/2003 0:00,Shipped,Classic Cars,80
31,58.78,1822.18,10/4/2003 0:00,Shipped,Classic Cars,61
27,72.02,1944.54,10/5/2003 0:00,Shipped,Classic Cars,73
22,51.32,1129.04,10/5/2003 0:00,Shipped,Classic Cars,50
48,34.36,1649.28,10/5/2003 0:00,Shipped,Classic Cars,37
22,96.37,2120.14,10/5/2003 0:00,Shipped,Classic Cars,107
38,89.27,3392.26,10/6/2003 0:00,Shipped,Vintage Cars,92
23,72.7,1672.1,10/6/2003 0:00,Shipped,Classic Cars,71
48,74.48,3575.04,10/6/2003 0:00,Shipped,Classic Cars,85
QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP
45,87.77,3949.65,1/2/2004 0:00,Shipped,Vintage Cars,87
20,89.4,1788.0,1/2/2004 0:00,Shipped,Vintage Cars,88
30,65.61,1968.3,1/2/2004 0:00,Shipped,Trains,58
38,74.67,2837.46,1/2/2004 0:00,Shipped,Ships,66
40,80.55,3222.0,1/2/2004 0:00,Shipped,Ships,86
46,74.45,3424.7,1/2/2004 0:00,Shipped,Ships,72
33,85.41,2818.53,1/2/2004 0:00,Shipped,Ships,99
42,63.88,2682.96,1/2/2004 0:00,Shipped,Ships,54
43,82.21,3535.03,1/9/2004 0:00,Shipped,Planes,68
36,77.59,2793.24,1/9/2004 0:00,Shipped,Vintage Cars,65
22,89.73,1974.06,1/9/2004 0:00,Shipped,Vintage Cars,83
33,88.71,2927.43,1/9/2004 0:00,Shipped,Ships,90
48,44.69,2145.12,1/9/2004 0:00,Shipped,Planes,49
50,76.88,3844.0,1/12/2004 0:00,Shipped,Planes,84
40,49.67,1986.8,1/12/2004 0:00,Shipped,Motorcycles,60
27,98.48,2658.96,1/12/2004 0:00,Shipped,Planes,109
30,61.7,1851.0,1/12/2004 0:00,Shipped,Motorcycles,76
29,69.6,2018.4,1/12/2004 0:00,Shipped,Planes,68
40,71.0,2840.0,1/12/2004 0:00,Shipped,Planes,72
46,79.91,3675.86,1/12/2004 0:00,Shipped,Motorcycles,99
39,59.16,2307.24,1/12/2004 0:00,Shipped,Vintage Cars,68
43,41.02,1763.86,1/12/2004 0:00,Shipped,Vintage Cars,43
21,78.55,1649.55,1/12/2004 0:00,Shipped,Planes,91
26,99.72,2592.72,1/12/2004 0:00,Shipped,Planes,99
31,86.4,2678.4,1/12/2004 0:00,Shipped,Planes,80
42,70.33,2953.86,1/12/2004 0:00,Shipped,Planes,74
28,92.57,2591.96,1/15/2004 0:00,Shipped,Classic Cars,79
35,78.0,2730.0,1/15/2004 0:00,Shipped,Classic Cars,80
46,54.09,2488.14,1/15/2004 0:00,Shipped,Motorcycles,62
25,90.16,2254.0,1/15/2004 0:00,Shipped,Motorcycles,112
21,63.72,1338.12,1/15/2004 0:00,Shipped,Motorcycles,69
48,48.98,2351.04,1/15/2004 0:00,Shipped,Classic Cars,61
22,92.16,2027.52,1/15/2004 0:00,Shipped,Classic Cars,80
41,42.24,1731.84,1/15/2004 0:00,Shipped,Motorcycles,40
40,80.55,3222.0,1/15/2004 0:00,Shipped,Motorcycles,81
20,66.99,1339.8,1/16/2004 0:00,Shipped,Classic Cars,77
41,82.31,3374.71,1/16/2004 0:00,Shipped,Classic Cars,73
45,53.33,2399.85,1/16/2004 0:00,Shipped,Classic Cars,50
45,88.14,3966.3,1/16/2004 0:00,Shipped,Classic Cars,90
34,43.42,1476.28,1/16/2004 0:00,Shipped,Classic Cars,37
27,79.62,2149.74,1/16/2004 0:00,Shipped,Classic Cars,85
46,87.81,4039.26,1/16/2004 0:00,Shipped,Classic Cars,107
38,94.79,3602.02,1/22/2004 0:00,Shipped,Vintage Cars,92
25,83.39,2084.75,1/22/2004 0:00,Shipped,Classic Cars,71
21,62.96,1322.16,1/26/2004 0:00,Shipped,Vintage Cars,60
20,34.19,683.8,1/26/2004 0:00,Shipped,Vintage Cars,33
49,47.94,2349.06,1/26/2004 0:00,Shipped,Vintage Cars,44
44,34.88,1534.72,1/26/2004 0:00,Shipped,Vintage Cars,41
27,89.38,2413.26,1/29/2004 0:00,Shipped,Vintage Cars,102
33,43.13,1423.29,1/29/2004 0:00,Shipped,Vintage Cars,53
31,58.71,1820.01,1/29/2004 0:00,Shipped,Vintage Cars,62
46,45.28,2082.88,1/29/2004 0:00,Shipped,Vintage Cars,50
39,90.57,3532.23,1/29/2004 0:00,Shipped,Vintage Cars,97
35,61.38,2148.3,2/4/2004 0:00,Shipped,Trucks and Buses,60
39,62.05,2419.95,2/4/2004 0:00,Shipped,Trucks and Buses,64
31,88.0,2728.0,2/4/2004 0:00,Shipped,Classic Cars,101
21,40.31,846.51,2/10/2004 0:00,Shipped,Classic Cars,35
35,55.19,1931.65,2/10/2004 0:00,Shipped,Trucks and Buses,54
26,56.07,1457.82,2/12/2004 0:00,Shipped,Classic Cars,57
20,52.82,1056.4,2/12/2004 0:00,Shipped,Trains,62
30,68.54,2056.2,2/12/2004 0:00,Shipped,Trains,58
23,80.67,1855.41,2/18/2004 0:00,Shipped,Trains,100
39,89.53,3491.67,2/18/2004 0:00,Shipped,Vintage Cars,87
23,97.0,2231.0,2/18/2004 0:00,Shipped,Ships,86
49,94.62,4636.38,2/19/2004 0:00,Shipped,Ships,86
45,85.75,3858.75,2/19/2004 0:00,Shipped,Vintage Cars,105
32,81.53,2608.96,2/19/2004 0:00,Shipped,Planes,68
47,70.81,3328.07,2/19/2004 0:00,Shipped,Vintage Cars,88
43,70.35,3025.05,2/19/2004 0:00,Shipped,Vintage Cars,65
46,80.51,3703.46,2/19/2004 0:00,Shipped,Vintage Cars,83
48,56.64,2718.72,2/19/2004 0:00,Shipped,Planes,68
31,62.67,1942.77,2/19/2004 0:00,Shipped,Ships,66
37,87.75,3246.75,2/19/2004 0:00,Shipped,Planes,99
36,80.95,2914.2,2/19/2004 0:00,Shipped,Ships,72
31,95.34,2955.54,2/19/2004 0:00,Shipped,Ships,99
43,74.03,3183.29,2/19/2004 0:00,Shipped,Planes,74
31,45.69,1416.39,2/19/2004 0:00,Shipped,Planes,49
36,63.34,2280.24,2/19/2004 0:00,Shipped,Ships,54
28,60.57,1695.96,2/20/2004 0:00,Shipped,Motorcycles,60
32,91.29,2921.28,2/20/2004 0:00,Shipped,Motorcycles,112
38,69.31,2633.78,2/20/2004 0:00,Shipped,Motorcycles,76
23,74.62,1716.26,2/20/2004 0:00,Shipped,Planes,72
20,66.04,1320.8,2/20/2004 0:00,Shipped,Vintage Cars,68
41,46.26,1896.66,2/20/2004 0:00,Shipped,Vintage Cars,43
26,67.2,1747.2,2/20/2004 0:00,Shipped,Planes,80
38,58.44,2220.72,2/21/2004 0:00,Shipped,Motorcycles,62
37,80.34,2972.58,2/21/2004 0:00,Shipped,Motorcycles,69
43,39.43,1695.49,2/21/2004 0:00,Shipped,Motorcycles,40
50,77.29,3864.5,2/21/2004 0:00,Shipped,Motorcycles,81
25,99.82,2495.5,2/22/2004 0:00,Shipped,Classic Cars,117
37,77.41,2864.17,2/22/2004 0:00,Shipped,Classic Cars,79
47,64.68,3039.96,2/22/2004 0:00,Shipped,Classic Cars,77
37,95.69,3540.53,2/22/2004 0:00,Shipped,Classic Cars,80
42,36.63,1538.46,2/22/2004 0:00,Shipped,Classic Cars,37
24,50.21,1205.04,2/22/2004 0:00,Shipped,Classic Cars,61
46,70.33,3235.18,2/22/2004 0:00,Shipped,Classic Cars,80
21,60.26,1265.46,2/26/2004 0:00,Shipped,Classic Cars,73
36,43.27,1557.72,2/26/2004 0:00,Shipped,Classic Cars,50
48,92.09,4420.32,2/26/2004 0:00,Shipped,Classic Cars,107
31,48.52,1504.12,3/2/2004 0:00,Shipped,Vintage Cars,53
28,50.85,1423.8,3/2/2004 0:00,Shipped,Vintage Cars,60
37,57.73,2136.01,3/2/2004 0:00,Shipped,Classic Cars,71
42,29.21,1226.82,3/2/2004 0:00,Shipped,Vintage Cars,33
24,48.38,1161.12,3/2/2004 0:00,Shipped,Vintage Cars,44
47,88.14,4142.58,3/2/2004 0:00,Shipped,Classic Cars,90
40,79.62,3184.8,3/2/2004 0:00,Shipped,Classic Cars,85
27,43.9,1185.3,3/2/2004 0:00,Shipped,Vintage Cars,41
45,63.71,2866.95,3/10/2004 0:00,Shipped,Vintage Cars,62
28,59.55,1667.4,3/11/2004 0:00,Shipped,Trucks and Buses,60
39,40.25,1569.75,3/11/2004 0:00,Shipped,Vintage Cars,50
33,32.88,1085.04,3/11/2004 0:00,Shipped,Classic Cars,35
23,54.11,1244.53,3/11/2004 0:00,Shipped,Trucks and Buses,54
30,73.04,2191.2,3/11/2004 0:00,Shipped,Trucks and Buses,64
36,54.33,1955.88,3/15/2004 0:00,Shipped,Classic Cars,57
46,60.9,2801.4,3/15/2004 0:00,Shipped,Trains,62
43,52.14,2242.02,3/15/2004 0:00,Shipped,Trains,58
48,95.8,4598.4,3/20/2004 0:00,Shipped,Trains,100
23,89.53,2059.19,3/20/2004 0:00,Shipped,Vintage Cars,87
26,88.34,2296.84,3/20/2004 0:00,Shipped,Ships,86
48,96.16,4615.68,3/20/2004 0:00,Shipped,Ships,100
35,82.43,2885.05,3/20/2004 0:00,Shipped,Ships,99
24,49.69,1192.56,3/20/2004 0:00,Shipped,Ships,54
40,94.71,3788.4,3/29/2004 0:00,Shipped,Vintage Cars,88
36,70.67,2544.12,3/29/2004 0:00,Shipped,Ships,66
29,82.4,2389.6,3/29/2004 0:00,Shipped,Ships,72
24,76.03,1824.72,4/2/2004 0:00,Shipped,Planes,84
23,96.29,2214.67,4/2/2004 0:00,Shipped,Planes,109
33,60.05,1981.65,4/2/2004 0:00,Shipped,Planes,68
40,81.14,3245.6,4/2/2004 0:00,Shipped,Planes,72
34,77.73,2642.82,4/2/2004 0:00,Shipped,Vintage Cars,68
41,35.35,1449.35,4/2/2004 0:00,Shipped,Vintage Cars,43
38,88.75,3372.5,4/2/2004 0:00,Shipped,Planes,99
25,96.11,2402.75,4/2/2004 0:00,Shipped,Planes,118
32,92.0,2944.0,4/2/2004 0:00,Shipped,Planes,80
34,72.55,2466.7,4/2/2004 0:00,Shipped,Planes,74
23,55.72,1281.56,4/3/2004 0:00,Shipped,Motorcycles,60
36,87.6,3153.6,4/3/2004 0:00,Shipped,Motorcycles,76
26,52.22,1357.72,4/5/2004 0:00,Shipped,Motorcycles,62
26,79.65,2070.9,4/5/2004 0:00,Shipped,Motorcycles,69
26,40.23,1045.98,4/5/2004 0:00,Shipped,Motorcycles,40
20,68.34,1366.8,4/5/2004 0:00,Shipped,Motorcycles,81
20,74.21,1484.2,4/9/2004 0:00,Shipped,Classic Cars,79
41,73.17,2999.97,4/9/2004 0:00,Shipped,Classic Cars,80
47,62.45,2935.15,4/9/2004 0:00,Shipped,Classic Cars,61
22,93.77,2062.94,4/9/2004 0:00,Shipped,Classic Cars,80
21,93.28,1958.88,4/12/2004 0:00,Shipped,Classic Cars,115
46,73.92,3400.32,4/12/2004 0:00,Shipped,Classic Cars,77
20,44.56,891.2,4/12/2004 0:00,Shipped,Classic Cars,37
33,72.65,2397.45,4/13/2004 0:00,Shipped,Vintage Cars,60
42,90.19,3787.98,4/13/2004 0:00,Shipped,Vintage Cars,92
30,66.99,2009.7,4/13/2004 0:00,Shipped,Classic Cars,71
22,76.43,1681.46,4/13/2004 0:00,Shipped,Classic Cars,73
21,40.25,845.25,4/13/2004 0:00,Shipped,Classic Cars,50
47,94.5,4441.5,4/13/2004 0:00,Shipped,Classic Cars,90
28,98.65,2762.2,4/13/2004 0:00,Shipped,Classic Cars,117
26,81.33,2114.58,4/13/2004 0:00,Shipped,Classic Cars,85
27,86.73,2341.71,4/13/2004 0:00,Shipped,Classic Cars,107
46,36.93,1698.78,4/20/2004 0:00,Shipped,Vintage Cars,41
33,29.54,974.82,4/26/2004 0:00,Shipped,Vintage Cars,33
20,58.22,1164.4,4/29/2004 0:00,Shipped,Vintage Cars,53
24,58.09,1394.16,4/29/2004 0:00,Shipped,Vintage Cars,62
36,84.33,3035.88,4/29/2004 0:00,Shipped,Vintage Cars,99
39,45.25,1764.75,4/29/2004 0:00,Shipped,Vintage Cars,44
40,86.68,3467.2,4/29/2004 0:00,Shipped,Vintage Cars,97
45,59.87,2694.15,5/4/2004 0:00,Shipped,Vintage Cars,50
44,69.16,3043.04,5/4/2004 0:00,Shipped,Trucks and Buses,64
22,98.18,2159.96,5/5/2004 0:00,Shipped,Trucks and Buses,122
30,61.99,1859.7,5/5/2004 0:00,Shipped,Trucks and Buses,60
44,52.6,2314.4,5/5/2004 0:00,Shipped,Classic Cars,57
49,36.07,1767.43,5/5/2004 0:00,Shipped,Classic Cars,35
35,48.7,1704.5,5/5/2004 0:00,Shipped,Trucks and Buses,54
40,49.71,1988.4,5/5/2004 0:00,Shipped,Trains,62
49,63.85,3128.65,5/5/2004 0:00,Shipped,Trains,58
21,73.98,1553.58,5/7/2004 0:00,Cancelled,Ships,86
42,75.48,3170.16,5/7/2004 0:00,Cancelled,Vintage Cars,87
23,76.31,1755.13,5/7/2004 0:00,Cancelled,Vintage Cars,83
36,71.34,2568.24,5/7/2004 0:00,Cancelled,Ships,66
32,75.89,2428.48,5/7/2004 0:00,Cancelled,Ships,72
35,90.37,3162.95,5/7/2004 0:00,Cancelled,Ships,99
23,65.52,1506.96,5/7/2004 0:00,Cancelled,Ships,54
20,67.82,1356.4,5/8/2004 0:00,Shipped,Planes,68
25,69.7,1742.5,5/8/2004 0:00,Shipped,Vintage Cars,65
40,95.95,3838.0,5/8/2004 0:00,Shipped,Ships,90
32,57.61,1843.52,5/8/2004 0:00,Shipped,Planes,49
27,98.84,2668.68,5/11/2004 0:00,Shipped,Planes,84
31,88.63,2747.53,5/11/2004 0:00,Shipped,Planes,109
32,87.6,2803.2,5/11/2004 0:00,Shipped,Motorcycles,76
40,75.06,3002.4,5/11/2004 0:00,Shipped,Planes,68
37,74.62,2760.94,5/11/2004 0:00,Shipped,Planes,72
50,61.22,3061.0,5/11/2004 0:00,Shipped,Vintage Cars,68
36,51.93,1869.48,5/11/2004 0:00,Shipped,Vintage Cars,43
31,91.34,2831.54,5/11/2004 0:00,Shipped,Planes,91
44,67.2,2956.8,5/11/2004 0:00,Shipped,Planes,80
38,62.19,2363.22,5/11/2004 0:00,Shipped,Planes,74
29,61.18,1774.22,5/18/2004 0:00,Shipped,Motorcycles,60
20,76.39,1527.8,5/26/2004 0:00,Shipped,Classic Cars,80
31,52.84,1638.04,5/26/2004 0:00,Shipped,Motorcycles,62
47,65.8,3092.6,5/26/2004 0:00,Shipped,Motorcycles,69
38,87.31,3317.78,5/26/2004 0:00,Shipped,Classic Cars,80
36,48.28,1738.08,5/26/2004 0:00,Shipped,Motorcycles,40
48,72.41,3475.68,5/26/2004 0:00,Shipped,Motorcycles,81
25,90.17,2254.25,6/1/2004 0:00,Cancelled,Classic Cars,79
23,83.93,1930.39,6/1/2004 0:00,Cancelled,Classic Cars,77
40,42.67,1706.8,6/1/2004 0:00,Cancelled,Classic Cars,37
24,52.66,1263.84,6/1/2004 0:00,Cancelled,Classic Cars,61
37,45.7,1690.9,6/4/2004 0:00,Shipped,Vintage Cars,44
34,95.55,3248.7,6/8/2004 0:00,Shipped,Vintage Cars,102
29,51.75,1500.75,6/8/2004 0:00,Shipped,Vintage Cars,53
50,88.14,4407.0,6/14/2004 0:00,Shipped,Vintage Cars,101
49,53.72,2632.28,6/14/2004 0:00,Shipped,Vintage Cars,62
37,84.82,3138.34,6/14/2004 0:00,Shipped,Vintage Cars,104
26,89.29,2321.54,6/14/2004 0:00,Shipped,Vintage Cars,99
46,78.89,3628.94,6/14/2004 0:00,Shipped,Vintage Cars,97
21,59.87,1257.27,6/15/2004 0:00,Shipped,Vintage Cars,50
20,61.41,1228.2,6/15/2004 0:00,Shipped,Trucks and Buses,64
45,80.92,3641.4,6/15/2004 0:00,Shipped,Classic Cars,101
34,99.41,3379.94,6/15/2004 0:00,Shipped,Trucks and Buses,122
30,49.22,1476.6,6/15/2004 0:00,Shipped,Trucks and Buses,60
28,46.82,1310.96,6/15/2004 0:00,Shipped,Classic Cars,57
31,33.24,1030.44,6/15/2004 0:00,Shipped,Classic Cars,35
45,86.68,3900.6,6/15/2004 0:00,Shipped,Trucks and Buses,96
40,43.83,1753.2,6/15/2004 0:00,Shipped,Trucks and Buses,54
20,89.53,1790.6,6/17/2004 0:00,Shipped,Vintage Cars,87
22,91.17,2005.74,6/17/2004 0:00,Shipped,Vintage Cars,88
34,62.0,2108.0,6/17/2004 0:00,Shipped,Ships,66
44,68.67,3021.48,6/17/2004 0:00,Shipped,Ships,72
25,88.15,2203.75,6/17/2004 0:00,Shipped,Ships,100
50,81.43,4071.5,6/17/2004 0:00,Shipped,Ships,99
29,50.78,1472.62,6/17/2004 0:00,Shipped,Ships,54
32,84.3,2697.6,6/24/2004 0:00,Cancelled,Ships,86
34,97.38,3310.92,6/24/2004 0:00,Cancelled,Planes,109
24,67.14,1611.36,6/24/2004 0:00,Cancelled,Planes,68
46,70.35,3236.1,6/24/2004 0:00,Cancelled,Vintage Cars,65
49,87.21,4273.29,6/24/2004 0:00,Cancelled,Vintage Cars,83
48,61.42,2948.16,6/24/2004 0:00,Cancelled,Planes,68
40,79.11,3164.4,6/24/2004 0:00,Cancelled,Vintage Cars,68
49,37.97,1860.53,6/24/2004 0:00,Cancelled,Vintage Cars,43
40,84.03,3361.2,6/24/2004 0:00,Cancelled,Planes,91
44,94.14,4142.16,6/24/2004 0:00,Cancelled,Ships,90
33,90.75,2994.75,6/24/2004 0:00,Cancelled,Planes,99
27,76.0,2052.0,6/24/2004 0:00,Cancelled,Planes,80
35,71.07,2487.45,6/24/2004 0:00,Cancelled,Planes,74
21,57.11,1199.31,6/24/2004 0:00,Cancelled,Planes,49
33,86.17,2843.61,6/28/2004 0:00,Shipped,Planes,84
34,58.75,1997.5,6/28/2004 0:00,Shipped,Motorcycles,60
37,62.46,2311.02,6/28/2004 0:00,Shipped,Motorcycles,76
24,75.35,1808.4,6/28/2004 0:00,Shipped,Planes,72
31,79.91,2477.21,6/28/2004 0:00,Shipped,Motorcycles,99
48,54.71,2626.08,6/30/2004 0:00,Shipped,Motorcycles,62
